customer_id,segment_true,annual_income_eur,savings_eur,green_preference,financing_sensitivity
CUS_003291,investor,105910,34609,0.637,0.071
CUS_003292,first_home,40402,23063,0.61,0.757
CUS_003293,first_home,57869,29193,0.71,0.558
CUS_003294,first_home,30643,15448,0.743,0.935
CUS_003295,upsizer,74014,50819,0.536,0.563
CUS_003296,first_home,25290,8240,0.984,0.657
CUS_003297,first_home,31397,7027,0.897,0.616
CUS_003298,upsizer,31636,16417,0.671,0.651
CUS_003299,first_home,23433,11582,0.649,0.609
CUS_003300,upsizer,72969,14745,0.847,0.678
CUS_003301,upsizer,37109,14781,0.573,0.804
CUS_003302,first_home,49192,25921,0.268,0.746
CUS_003303,first_home,20409,9785,0.538,0.824
CUS_003304,first_home,17735,9963,0.482,0.696
CUS_003305,first_home,29562,9135,0.597,0.71
CUS_003306,first_home,46888,8191,0.28,0.755
CUS_003307,first_home,40719,10815,0.311,0.635
CUS_003308,first_home,30000,17568,0.84,0.658
CUS_003309,premium,122707,75639,0.582,0.209
CUS_003310,first_home,40492,16190,0.497,0.78
CUS_003311,first_home,37709,26482,0.462,0.965
CUS_003312,first_home,19628,7867,0.528,0.566
CUS_003313,first_home,29754,10050,0.606,0.773
CUS_003314,premium,121405,21371,0.169,0.084
CUS_003315,investor,56765,23636,0.47,0.423
CUS_003316,first_home,27518,17086,0.614,0.672
CUS_003317,investor,101896,67081,0.531,0.242
CUS_003318,first_home,40429,25166,0.148,0.4
CUS_003319,upsizer,91375,47507,0.573,0.794
CUS_003320,first_home,46453,33326,0.558,0.893
CUS_003321,investor,40094,10250,0.4,0.059
CUS_003322,first_home,54259,34905,0.345,0.986
CUS_003323,first_home,48776,23443,0.615,0.783
CUS_003324,first_home,33658,15749,0.593,0.808
CUS_003325,first_home,37462,6513,0.679,0.479
CUS_003326,investor,65399,32140,1.0,0.496
CUS_003327,investor,88490,56432,0.705,0.489
CUS_003328,first_home,20776,1500,0.393,0.672
CUS_003329,upsizer,74350,42618,0.869,0.375
CUS_003330,first_home,38627,1500,0.507,0.913
CUS_003331,upsizer,73499,12853,0.508,0.556
CUS_003332,first_home,32090,13254,0.351,0.775
CUS_003333,first_home,51653,36926,0.705,0.733
CUS_003334,first_home,45416,18482,0.496,0.842
CUS_003335,investor,71221,36650,0.78,0.349
CUS_003336,investor,91056,24241,0.71,0.555
CUS_003337,investor,50115,19797,0.368,0.267
CUS_003338,first_home,42716,17946,0.342,0.845
CUS_003339,first_home,49753,35984,0.629,0.737
CUS_003340,premium,201698,59599,0.869,0.046
CUS_003341,upsizer,79217,24664,0.825,0.644
CUS_003342,first_home,25863,16134,0.936,0.685
CUS_003343,premium,147593,56908,0.611,0.2
CUS_003344,investor,97997,44135,0.79,0.185
CUS_003345,first_home,52473,26674,0.846,0.771
CUS_003346,investor,49621,15652,1.0,0.001
CUS_003347,first_home,24960,1512,0.673,0.908
CUS_003348,first_home,48086,29983,0.484,0.84
CUS_003349,investor,79292,35753,0.854,0.559
CUS_003350,upsizer,64191,12847,0.259,0.733
CUS_003351,first_home,52638,30007,0.837,0.976
CUS_003352,first_home,36344,28772,0.9,0.846
CUS_003353,first_home,35426,22838,0.822,0.634
CUS_003354,first_home,55420,44589,0.353,0.871
CUS_003355,investor,72158,15081,0.632,0.58
CUS_003356,first_home,23832,11318,0.84,0.761
CUS_003357,first_home,58551,28916,0.705,0.446
CUS_003358,investor,37291,15251,0.588,0.287
CUS_003359,first_home,47156,17495,0.631,0.646
CUS_003360,first_home,35267,1500,1.0,0.711
CUS_003361,investor,102558,75344,0.341,0.226
CUS_003362,first_home,30555,4246,0.275,0.765
CUS_003363,first_home,42817,25376,0.353,0.75
CUS_003364,first_home,48976,21157,1.0,0.562
CUS_003365,first_home,41352,17554,0.752,0.745
CUS_003366,upsizer,123661,48600,0.445,0.574
CUS_003367,investor,112119,52228,1.0,0.489
CUS_003368,first_home,26419,14407,0.306,0.641
CUS_003369,first_home,37263,22406,0.437,0.807
CUS_003370,first_home,33619,13694,0.295,0.534
CUS_003371,upsizer,100543,21417,0.596,0.732
CUS_003372,investor,81629,16884,0.691,0.302
CUS_003373,investor,86891,53612,0.613,0.413
CUS_003374,first_home,51163,19501,0.865,0.723
CUS_003375,upsizer,63166,15510,0.482,0.404
CUS_003376,premium,112354,33311,0.509,0.158
CUS_003377,first_home,32781,13542,0.65,0.807
CUS_003378,first_home,42021,8362,1.0,0.696
CUS_003379,first_home,45634,19367,0.688,0.623
CUS_003380,investor,111812,73299,0.508,0.217
CUS_003381,first_home,23220,9489,0.77,0.612
CUS_003382,first_home,43881,4908,0.526,0.825
CUS_003383,investor,64621,37881,0.638,0.561
CUS_003384,investor,33556,21134,0.534,0.0
CUS_003385,first_home,35455,22667,0.283,0.693
CUS_003386,first_home,43488,19162,0.42,0.652
CUS_003387,first_home,58839,49993,0.943,0.763
CUS_003388,first_home,25931,14586,0.648,0.594
CUS_003389,premium,86995,84226,0.612,0.013
CUS_003390,investor,45325,30517,0.583,0.286
CUS_003391,upsizer,83004,53598,0.505,0.395
CUS_003392,investor,16000,5087,0.586,0.519
CUS_003393,investor,61328,15906,0.485,0.302
CUS_003394,first_home,40559,18284,0.635,0.747
CUS_003395,first_home,35224,13926,0.321,0.857
CUS_003396,upsizer,71091,23690,0.74,0.344
CUS_003397,investor,104099,42324,0.556,0.317
CUS_003398,upsizer,82154,32398,0.266,0.352
CUS_003399,investor,78188,24612,0.503,0.523
CUS_003400,first_home,26669,14623,0.479,0.771
CUS_003401,first_home,59296,17474,0.814,0.855
CUS_003402,first_home,55805,23563,0.532,0.473
CUS_003403,investor,16000,3383,0.383,0.317
CUS_003404,upsizer,71457,32014,0.093,0.563
CUS_003405,premium,94035,43843,0.432,0.305
CUS_003406,first_home,34027,8744,0.854,0.591
CUS_003407,first_home,51889,22971,0.683,0.653
CUS_003408,first_home,38998,16082,0.363,1.0
CUS_003409,first_home,32482,11273,0.529,0.693
CUS_003410,upsizer,83876,29253,0.591,0.551
CUS_003411,investor,31182,15922,0.948,0.815
CUS_003412,first_home,22735,9892,0.573,1.0
CUS_003413,upsizer,106695,64271,0.444,0.551
CUS_003414,first_home,32807,7987,0.655,0.737
CUS_003415,upsizer,77452,30690,0.724,0.612
CUS_003416,investor,79846,25503,0.754,0.369
CUS_003417,first_home,28295,12475,0.749,0.716
CUS_003418,investor,56146,26863,1.0,0.139
CUS_003419,first_home,20803,4520,0.281,0.525
CUS_003420,investor,100577,53984,0.539,0.315
CUS_003421,first_home,39465,32334,0.568,0.669
CUS_003422,first_home,47419,21846,0.262,0.785
CUS_003423,investor,47927,13122,0.303,0.341
CUS_003424,first_home,35854,13533,0.509,0.836
CUS_003425,first_home,36132,13428,0.483,0.754
CUS_003426,premium,156479,48491,0.447,0.395
CUS_003427,first_home,53207,29801,0.14,0.948
CUS_003428,investor,56782,5782,0.301,0.298
CUS_003429,investor,45607,21848,0.433,0.29
CUS_003430,first_home,43476,28793,0.51,0.556
CUS_003431,upsizer,58934,38347,0.638,0.452
CUS_003432,first_home,50039,30745,0.505,0.511
CUS_003433,first_home,51607,16059,0.407,1.0
CUS_003434,first_home,40686,28170,0.653,0.836
CUS_003435,investor,84255,41790,0.629,0.369
CUS_003436,first_home,35087,24076,0.344,0.82
CUS_003437,first_home,49360,30834,1.0,0.563
CUS_003438,first_home,29125,14172,0.019,0.712
CUS_003439,investor,79454,30665,0.726,0.41
CUS_003440,first_home,39327,33646,0.785,0.82
CUS_003441,first_home,38536,4224,0.816,0.739
CUS_003442,first_home,51830,20668,0.645,0.784
CUS_003443,first_home,65258,11552,0.238,0.891
CUS_003444,investor,73455,33132,1.0,0.377
CUS_003445,first_home,44644,22064,0.24,0.477
CUS_003446,first_home,29371,9230,0.309,0.739
CUS_003447,first_home,51383,16844,0.437,0.743
CUS_003448,investor,40174,7725,0.262,0.316
CUS_003449,investor,52831,27015,0.264,0.265
CUS_003450,first_home,18951,6558,0.352,0.95
CUS_003451,investor,74512,37706,0.098,0.432
CUS_003452,investor,55734,18711,0.592,0.536
CUS_003453,first_home,25533,12115,0.458,0.628
CUS_003454,first_home,66833,37635,0.504,0.798
CUS_003455,first_home,27859,14379,0.631,0.779
CUS_003456,premium,78212,36597,0.533,0.571
CUS_003457,first_home,23441,9643,0.407,0.665
CUS_003458,first_home,37243,19213,0.672,0.813
CUS_003459,first_home,38368,12336,0.497,0.476
CUS_003460,investor,80862,31924,0.368,0.208
CUS_003461,premium,134548,66250,0.528,0.122
CUS_003462,first_home,32844,23211,0.867,0.895
CUS_003463,first_home,16000,5117,0.425,0.802
CUS_003464,investor,110893,30014,0.719,0.534
CUS_003465,investor,104824,50456,0.325,0.593
CUS_003466,upsizer,94416,61114,0.568,0.806
CUS_003467,investor,50206,28924,0.628,0.443
CUS_003468,first_home,29891,12971,0.354,0.785
CUS_003469,first_home,26844,17465,0.477,1.0
CUS_003470,upsizer,112417,11711,0.335,0.243
CUS_003471,investor,78543,48073,0.357,0.473
CUS_003472,first_home,56612,21142,0.558,0.875
CUS_003473,first_home,36473,19819,0.947,0.665
CUS_003474,investor,46134,28208,0.661,0.205
CUS_003475,first_home,22438,10431,0.569,0.612
CUS_003476,investor,80965,35837,0.902,0.34
CUS_003477,investor,51085,18367,0.248,0.731
CUS_003478,first_home,33427,24551,0.886,0.727
CUS_003479,upsizer,75400,37097,0.474,0.461
CUS_003480,upsizer,67776,31856,0.631,0.398
CUS_003481,first_home,25974,18226,0.727,0.967
CUS_003482,first_home,46628,15832,0.681,0.423
CUS_003483,upsizer,86837,33436,0.478,0.679
CUS_003484,first_home,26278,15733,0.765,0.747
CUS_003485,upsizer,60044,44996,0.468,0.608
CUS_003486,first_home,53099,23258,0.467,0.949
CUS_003487,investor,58009,28980,0.554,0.271
CUS_003488,investor,80599,11613,0.687,0.301
CUS_003489,first_home,26978,17827,0.327,0.81
CUS_003490,investor,67153,15783,0.354,0.537
CUS_003491,first_home,40941,13629,0.152,0.954
CUS_003492,first_home,29501,13686,0.499,0.567
CUS_003493,first_home,63637,19929,0.82,0.647
CUS_003494,first_home,41793,3381,1.0,0.86
CUS_003495,first_home,31910,6624,0.626,0.887
CUS_003496,first_home,39235,17567,0.961,0.928
CUS_003497,first_home,28564,19975,0.575,0.73
CUS_003498,first_home,25117,17202,0.593,0.67
CUS_003499,first_home,33607,16762,0.537,0.839
CUS_003500,premium,199888,91591,0.557,0.269
CUS_003501,first_home,29350,16834,0.558,0.973
CUS_003502,investor,38338,25634,0.489,0.66
CUS_003503,first_home,29811,13447,0.993,0.701
CUS_003504,first_home,27813,12718,0.7,0.845
CUS_003505,first_home,24771,11559,0.396,0.638
CUS_003506,first_home,23616,14447,0.721,0.579
CUS_003507,investor,82204,15099,0.807,0.414
CUS_003508,investor,64802,28056,0.272,0.428
CUS_003509,first_home,47284,23742,0.816,0.776
CUS_003510,first_home,51221,4570,0.784,0.743
CUS_003511,premium,101582,60450,0.657,0.444
CUS_003512,first_home,56667,35344,0.948,0.593
CUS_003513,premium,144082,11483,0.809,0.416
CUS_003514,investor,73297,26064,0.471,0.407
CUS_003515,first_home,43483,15723,0.603,0.633
CUS_003516,first_home,40735,10999,0.909,0.616
CUS_003517,first_home,40716,12004,0.459,0.828
CUS_003518,investor,53805,18077,0.477,0.63
CUS_003519,upsizer,82924,44761,0.641,0.757
CUS_003520,first_home,42757,27986,0.52,0.771
CUS_003521,upsizer,89840,47555,1.0,0.656
CUS_003522,first_home,42200,11204,0.901,0.85
CUS_003523,first_home,44931,25718,1.0,0.728
CUS_003524,first_home,21987,11845,0.868,0.834
CUS_003525,upsizer,78423,1500,0.625,0.721
CUS_003526,first_home,19910,13005,0.096,0.711
CUS_003527,premium,58890,26738,0.658,0.188
CUS_003528,first_home,32165,14819,0.303,0.452
CUS_003529,premium,154325,17944,0.196,0.222
CUS_003530,premium,188617,135899,0.854,0.348
CUS_003531,investor,69101,33904,0.306,0.533
CUS_003532,investor,66015,37597,0.398,0.505
CUS_003533,first_home,26519,5084,0.455,0.679
CUS_003534,upsizer,70336,36724,0.604,0.381
CUS_003535,investor,46135,24254,0.554,0.382
CUS_003536,first_home,41491,16679,0.748,0.857
CUS_003537,upsizer,68937,13596,0.707,0.729
CUS_003538,investor,87727,36752,0.191,0.698
CUS_003539,investor,77926,20112,0.937,0.318
CUS_003540,investor,97731,29742,0.293,0.356
CUS_003541,first_home,37662,24059,0.325,1.0
CUS_003542,first_home,39011,17384,0.989,0.746
CUS_003543,first_home,69826,29009,0.547,0.993
CUS_003544,premium,145599,31801,0.837,0.417
CUS_003545,investor,57214,24130,0.736,0.673
CUS_003546,premium,28868,11633,0.672,0.079
CUS_003547,first_home,37579,9519,0.394,0.337
CUS_003548,upsizer,107198,67031,0.514,0.585
CUS_003549,first_home,30376,18733,0.965,0.767
CUS_003550,first_home,23144,6726,0.396,0.666
CUS_003551,upsizer,68771,34471,0.578,0.453
CUS_003552,investor,66637,6431,0.685,0.502
CUS_003553,upsizer,38249,18638,0.466,0.421
CUS_003554,investor,102954,58750,0.395,0.554
CUS_003555,first_home,28576,6512,0.518,0.758
CUS_003556,first_home,46229,20003,0.512,0.651
CUS_003557,premium,156152,70732,0.2,0.21
CUS_003558,first_home,48009,45611,0.627,0.72
CUS_003559,investor,104112,93133,0.879,0.244
CUS_003560,first_home,44646,21785,0.0,0.81
CUS_003561,first_home,62439,19389,0.604,0.754
CUS_003562,premium,123903,58730,0.0,0.162
CUS_003563,upsizer,70070,44335,0.915,0.32
CUS_003564,first_home,39429,5074,0.418,0.705
CUS_003565,first_home,44765,2397,0.563,0.364
CUS_003566,first_home,49812,11144,0.317,0.704
CUS_003567,first_home,56683,32152,1.0,0.58
CUS_003568,premium,217837,125848,1.0,0.372
CUS_003569,first_home,37429,19074,0.293,0.688
CUS_003570,first_home,31087,19583,0.265,0.858
CUS_003571,investor,82931,32950,0.761,0.55
CUS_003572,premium,160286,61106,0.767,0.45
CUS_003573,first_home,44718,22329,0.467,0.751
CUS_003574,upsizer,62703,46277,0.306,0.635
CUS_003575,first_home,27878,14051,0.92,1.0
CUS_003576,first_home,45748,18883,0.495,0.917
CUS_003577,upsizer,66326,33329,0.481,0.634
CUS_003578,first_home,43440,29805,0.588,0.655
CUS_003579,upsizer,69045,25217,0.204,0.431
CUS_003580,investor,21686,7577,0.408,0.413
CUS_003581,upsizer,61724,21274,0.317,0.282
CUS_003582,first_home,16176,9330,0.082,0.666
CUS_003583,first_home,50471,14623,0.352,0.745
CUS_003584,upsizer,56458,30788,0.545,0.38
CUS_003585,premium,163778,27056,0.366,0.02
CUS_003586,upsizer,86333,33088,0.523,0.551
CUS_003587,first_home,45534,19102,0.301,0.506
CUS_003588,investor,44194,33226,0.703,0.247
CUS_003589,first_home,45505,27515,0.793,0.654
CUS_003590,first_home,32405,11858,0.715,0.946
CUS_003591,first_home,38403,12929,0.595,0.858
CUS_003592,investor,85162,26285,0.753,0.273
CUS_003593,first_home,57542,13120,0.409,0.875
CUS_003594,first_home,42678,30764,0.366,0.464
CUS_003595,premium,96183,28269,0.54,0.078
CUS_003596,upsizer,83885,62054,0.426,0.489
CUS_003597,first_home,37020,16580,0.886,0.959
CUS_003598,premium,84017,34880,1.0,0.112
CUS_003599,upsizer,84921,38008,1.0,0.411
CUS_003600,first_home,38202,24747,0.78,0.66
CUS_003601,investor,32670,9024,0.646,0.291
CUS_003602,upsizer,51151,26674,0.088,0.54
CUS_003603,investor,61643,26076,0.459,0.129
CUS_003604,first_home,27778,13961,0.382,0.755
CUS_003605,investor,87914,34568,0.4,0.393
CUS_003606,investor,66676,24338,0.884,0.358
CUS_003607,investor,50674,26581,0.908,0.373
CUS_003608,first_home,38302,6952,0.458,0.812
CUS_003609,first_home,29428,20038,0.412,0.894
CUS_003610,premium,113371,50952,0.507,0.265
CUS_003611,first_home,16000,5297,0.121,0.668
CUS_003612,upsizer,69378,34436,0.869,0.726
CUS_003613,first_home,25452,7763,0.759,0.783
CUS_003614,premium,167969,74610,0.263,0.294
CUS_003615,first_home,46499,20706,0.268,0.738
CUS_003616,premium,68430,44922,0.959,0.27
CUS_003617,premium,123558,59331,0.763,0.287
CUS_003618,first_home,42221,9646,1.0,0.87
CUS_003619,first_home,42323,22627,0.38,0.746
CUS_003620,upsizer,82338,46091,0.998,0.585
CUS_003621,investor,17915,2504,0.341,0.673
CUS_003622,investor,112686,24354,0.607,0.578
CUS_003623,first_home,61042,48331,0.153,0.69
CUS_003624,upsizer,81278,30097,0.448,0.801
CUS_003625,investor,79859,29909,0.616,0.492
CUS_003626,first_home,55303,23432,0.473,1.0
CUS_003627,first_home,44987,14155,0.724,0.974
CUS_003628,first_home,49496,5491,0.377,0.902
CUS_003629,premium,93349,21283,0.572,0.227
CUS_003630,premium,138742,43702,0.492,0.376
CUS_003631,first_home,26359,8948,0.489,0.585
CUS_003632,first_home,38937,11350,0.765,0.711
CUS_003633,first_home,34825,5623,0.404,0.639
CUS_003634,first_home,67123,22175,0.527,0.84
CUS_003635,upsizer,76094,47996,0.455,0.59
CUS_003636,investor,111009,34308,0.955,0.529
CUS_003637,first_home,38981,15483,0.56,0.774
CUS_003638,first_home,43418,29954,0.562,0.503
CUS_003639,first_home,33312,10203,0.5,0.716
CUS_003640,investor,45156,44265,0.669,0.344
CUS_003641,first_home,46926,27712,0.464,0.778
CUS_003642,first_home,27463,12191,0.454,0.662
CUS_003643,upsizer,93253,35935,0.454,0.779
CUS_003644,investor,43191,29006,0.578,0.691
CUS_003645,premium,139595,42608,0.822,0.303
CUS_003646,first_home,50474,17773,0.485,0.736
CUS_003647,first_home,44870,32275,0.247,0.849
CUS_003648,upsizer,79845,28937,0.204,0.495
CUS_003649,premium,167807,58061,1.0,0.119
CUS_003650,investor,96231,29905,0.364,0.563
CUS_003651,investor,66363,5453,1.0,0.44
CUS_003652,first_home,20800,12743,0.503,0.678
CUS_003653,investor,30009,12672,0.33,0.226
CUS_003654,first_home,57361,35710,0.541,0.72
CUS_003655,first_home,46251,18482,0.711,0.779
CUS_003656,first_home,42050,14887,0.506,0.677
CUS_003657,first_home,24498,7609,0.416,0.52
CUS_003658,first_home,49526,27394,0.186,0.874
CUS_003659,first_home,44777,12772,0.41,0.774
CUS_003660,first_home,48122,24023,0.657,0.957
CUS_003661,premium,105570,46120,0.189,0.252
CUS_003662,upsizer,76990,18657,0.455,0.683
CUS_003663,first_home,25623,8951,0.624,0.708
CUS_003664,first_home,23532,10162,0.847,0.655
CUS_003665,premium,167724,62748,0.294,0.119
CUS_003666,first_home,27930,21538,1.0,0.995
CUS_003667,investor,91179,43064,0.67,0.592
CUS_003668,first_home,53641,21172,0.28,0.961
CUS_003669,investor,87205,31798,0.596,0.262
CUS_003670,first_home,38867,15109,0.386,0.546
CUS_003671,investor,73124,23443,0.184,0.438
CUS_003672,first_home,39756,11205,0.521,0.65
CUS_003673,first_home,53194,28605,0.528,0.783
CUS_003674,first_home,53557,37876,0.627,0.768
CUS_003675,first_home,51540,17981,0.332,0.766
CUS_003676,upsizer,70538,35783,0.349,0.528
CUS_003677,first_home,52338,16247,0.786,0.775
CUS_003678,first_home,44161,19814,0.743,0.757
CUS_003679,investor,88128,17138,0.261,0.375
CUS_003680,first_home,43580,12044,0.159,0.815
CUS_003681,upsizer,68105,18385,0.291,0.59
CUS_003682,premium,119214,48146,0.828,0.288
CUS_003683,first_home,26275,5765,0.0,0.872
CUS_003684,investor,73573,1965,0.42,0.38
CUS_003685,investor,26599,4878,0.782,0.291
CUS_003686,first_home,24168,9633,0.606,0.554
CUS_003687,investor,70669,20306,0.524,0.514
CUS_003688,first_home,50904,16582,0.781,0.639
CUS_003689,first_home,50678,24204,0.507,0.835
CUS_003690,investor,52370,14779,0.429,0.418
CUS_003691,investor,30109,12513,0.74,0.449
CUS_003692,investor,50112,40821,1.0,0.523
CUS_003693,first_home,32528,11756,0.013,0.589
CUS_003694,investor,75770,29778,0.372,0.465
CUS_003695,first_home,31932,15918,0.486,0.649
CUS_003696,investor,54529,15421,0.425,0.262
CUS_003697,first_home,53219,17215,0.575,0.519
CUS_003698,investor,34036,14051,0.555,0.312
CUS_003699,first_home,47338,22009,0.267,0.872
CUS_003700,first_home,36046,9463,0.697,0.917
CUS_003701,first_home,53960,28624,0.531,0.592
CUS_003702,first_home,27033,19150,0.86,0.673
CUS_003703,first_home,52967,4537,0.816,0.636
CUS_003704,first_home,49730,24889,0.509,0.627
CUS_003705,first_home,17464,7223,0.687,0.698
CUS_003706,investor,83319,31372,0.009,0.319
CUS_003707,upsizer,62884,30733,0.049,0.507
CUS_003708,premium,149921,101687,0.822,0.444
CUS_003709,upsizer,72157,34367,0.527,0.807
CUS_003710,upsizer,75777,45667,0.865,0.552
CUS_003711,first_home,27380,11581,0.823,0.795
CUS_003712,first_home,45800,22704,0.192,0.803
CUS_003713,first_home,33888,11254,0.717,0.826
CUS_003714,first_home,34397,15025,0.372,0.761
CUS_003715,premium,76548,29168,0.487,0.118
CUS_003716,upsizer,47741,21447,0.254,0.329
CUS_003717,investor,49872,6586,0.799,0.559
CUS_003718,upsizer,60402,13849,0.677,0.478
CUS_003719,investor,96431,62088,0.415,0.61
CUS_003720,first_home,28210,19209,0.373,1.0
CUS_003721,first_home,47011,5563,0.746,0.717
CUS_003722,upsizer,50667,16615,0.371,0.342
CUS_003723,investor,83412,24639,0.414,0.522
CUS_003724,first_home,41493,19734,0.384,0.803
CUS_003725,first_home,33132,13747,0.382,0.673
CUS_003726,premium,52817,29179,0.723,0.159
CUS_003727,premium,115698,21609,0.614,0.39
CUS_003728,investor,68243,33643,0.425,0.099
CUS_003729,upsizer,69251,25616,0.307,0.468
CUS_003730,first_home,30753,9143,0.556,0.749
CUS_003731,upsizer,110035,56064,0.495,0.239
CUS_003732,investor,76934,29659,0.747,0.226
CUS_003733,investor,85040,35026,0.386,0.341
CUS_003734,upsizer,78340,52530,0.663,0.485
CUS_003735,premium,142773,63215,0.499,0.229
CUS_003736,first_home,51280,40003,0.629,0.766
CUS_003737,upsizer,105193,1500,0.95,0.807
CUS_003738,first_home,24428,10462,0.497,1.0
CUS_003739,first_home,29933,6882,1.0,0.636
CUS_003740,investor,53824,14153,0.508,0.315
CUS_003741,first_home,48414,15105,0.31,0.722
CUS_003742,first_home,44140,26310,0.936,0.698
CUS_003743,first_home,34542,12325,0.995,0.742
CUS_003744,first_home,41597,9339,0.335,0.798
CUS_003745,first_home,25485,13985,0.371,0.741
CUS_003746,investor,63746,13844,0.756,0.617
CUS_003747,first_home,23400,17104,0.697,0.729
CUS_003748,investor,77689,15352,0.366,0.391
CUS_003749,investor,85199,32230,0.345,0.284
CUS_003750,first_home,27188,21108,0.628,0.884
CUS_003751,first_home,44055,16369,0.527,0.877
CUS_003752,first_home,51685,26166,0.699,0.834
CUS_003753,upsizer,93398,38320,0.698,0.336
CUS_003754,upsizer,88345,37967,0.779,0.546
CUS_003755,first_home,45163,12766,0.07,0.868
CUS_003756,first_home,38924,19912,1.0,0.571
CUS_003757,investor,28006,18734,0.684,0.363
CUS_003758,first_home,33711,2711,0.456,1.0
CUS_003759,first_home,33312,8782,0.535,0.811
CUS_003760,first_home,36955,12215,0.716,0.762
CUS_003761,investor,91651,24772,0.616,0.499
CUS_003762,first_home,57792,31536,0.62,0.646
CUS_003763,upsizer,58163,18666,0.538,0.413
CUS_003764,first_home,18383,8173,0.96,0.532
CUS_003765,first_home,40094,28001,0.642,0.796
CUS_003766,upsizer,82950,8870,0.833,0.661
CUS_003767,first_home,36995,18019,1.0,0.653
CUS_003768,first_home,33743,13764,0.791,0.52
CUS_003769,first_home,35339,14434,0.632,0.753
CUS_003770,investor,57436,15340,0.118,0.303
CUS_003771,investor,86019,31095,0.462,0.534
CUS_003772,first_home,20813,8920,1.0,0.829
CUS_003773,first_home,30939,12278,0.639,0.768
CUS_003774,first_home,38224,21233,0.24,0.805
CUS_003775,first_home,45427,10588,0.509,0.772
CUS_003776,first_home,32008,5716,0.277,0.727
CUS_003777,first_home,35445,2442,0.45,0.73
CUS_003778,first_home,39539,18008,0.463,0.781
CUS_003779,investor,80859,45779,0.419,0.54
CUS_003780,investor,104695,22907,0.579,0.548
CUS_003781,investor,26960,5466,0.07,0.486
CUS_003782,investor,81842,63013,0.719,0.152
CUS_003783,first_home,42677,28164,0.904,0.915
CUS_003784,investor,89762,60148,0.118,0.453
CUS_003785,first_home,26157,12891,0.815,0.638
CUS_003786,investor,48570,27052,0.717,0.652
CUS_003787,first_home,55385,20954,0.648,0.496
CUS_003788,investor,87743,15243,0.572,0.277
CUS_003789,upsizer,114382,20912,0.614,0.424
CUS_003790,first_home,38683,16656,0.768,0.623
CUS_003791,first_home,53006,31618,0.612,0.847
CUS_003792,upsizer,46738,18688,1.0,0.265
CUS_003793,first_home,33936,18312,0.408,0.751
CUS_003794,first_home,45472,18819,0.955,0.807
CUS_003795,first_home,37865,18357,0.529,0.82
CUS_003796,first_home,37788,21492,0.465,0.794
CUS_003797,first_home,42279,28308,0.802,0.761
CUS_003798,premium,113036,54411,0.486,0.094
CUS_003799,investor,50310,39196,0.978,0.446
CUS_003800,first_home,44409,17233,0.381,0.867
CUS_003801,investor,91360,61053,0.865,0.075
CUS_003802,premium,194858,104220,0.704,0.342
CUS_003803,first_home,18259,1835,0.521,0.745
CUS_003804,investor,88890,60841,0.324,0.689
CUS_003805,first_home,55106,14588,0.323,0.817
CUS_003806,first_home,36377,14013,0.356,0.8
CUS_003807,investor,46137,27090,0.826,0.531
CUS_003808,premium,70218,20783,0.571,0.209
CUS_003809,upsizer,74178,30948,0.75,0.102
CUS_003810,first_home,50136,27490,0.597,0.634
CUS_003811,first_home,38327,10808,0.297,0.499
CUS_003812,first_home,33436,12958,0.645,0.912
CUS_003813,first_home,16000,5862,0.707,0.834
CUS_003814,first_home,40488,24435,0.14,0.921
CUS_003815,first_home,30729,21888,0.417,0.691
CUS_003816,investor,73269,16998,0.365,0.397
CUS_003817,first_home,58397,25928,0.259,0.621
CUS_003818,first_home,17381,5834,0.595,0.66
CUS_003819,first_home,18987,8270,0.626,1.0
CUS_003820,investor,91904,68745,0.875,0.287
CUS_003821,first_home,34376,17132,0.754,0.873
CUS_003822,first_home,32774,10771,0.487,0.775
CUS_003823,first_home,42272,7766,0.487,0.545
CUS_003824,first_home,42071,25656,0.985,0.721
CUS_003825,first_home,27316,9488,0.682,0.793
CUS_003826,premium,91068,26439,0.836,0.0
CUS_003827,first_home,39595,19192,0.221,0.49
CUS_003828,first_home,41005,21906,0.18,0.605
CUS_003829,first_home,44799,16292,0.461,0.783
CUS_003830,first_home,32002,8312,0.795,0.608
CUS_003831,upsizer,74248,50217,0.942,0.594
CUS_003832,investor,55325,30597,0.377,0.465
CUS_003833,first_home,39562,24042,0.687,0.808
CUS_003834,investor,63362,23174,0.659,0.588
CUS_003835,first_home,36173,10152,0.281,0.57
CUS_003836,first_home,31591,10555,0.356,0.805
CUS_003837,first_home,27744,4321,0.534,0.759
CUS_003838,premium,128458,47502,0.254,0.422
CUS_003839,investor,73678,22725,1.0,0.357
CUS_003840,first_home,28330,11786,0.305,0.762
CUS_003841,investor,68098,29883,0.45,0.339
CUS_003842,first_home,36703,16381,0.648,0.914
CUS_003843,first_home,60334,19586,0.618,0.553
CUS_003844,first_home,47673,10303,0.708,0.988
CUS_003845,first_home,47479,8091,0.317,0.607
CUS_003846,first_home,50041,23277,0.235,0.601
CUS_003847,upsizer,59093,26850,0.584,0.796
CUS_003848,first_home,55521,9962,0.342,0.778
CUS_003849,first_home,40910,28096,0.385,0.803
CUS_003850,first_home,38464,22319,0.368,0.791
CUS_003851,first_home,24423,6011,0.367,0.72
CUS_003852,first_home,34181,16331,0.211,0.689
