lead_id,customer_id,project_id,lead_date,channel,visits,lead_score
LEAD_0004494,CUS_005815,PRJ_0018,2024-05-09,walk_in,2,71
LEAD_0004495,CUS_005532,PRJ_0005,2021-09-19,web,2,67
LEAD_0004496,CUS_005599,PRJ_0024,2021-08-09,web,5,71
LEAD_0004497,CUS_000176,PRJ_0001,2024-06-27,referral,1,72
LEAD_0004498,CUS_003288,PRJ_0001,2023-07-29,walk_in,1,64
LEAD_0004499,CUS_003200,PRJ_0001,2024-05-06,agency,1,75
LEAD_0004500,CUS_001488,PRJ_0007,2025-01-18,web,0,58
LEAD_0004501,CUS_004952,PRJ_0026,2021-06-10,referral,2,72
LEAD_0004502,CUS_005770,PRJ_0023,2025-04-16,referral,1,59
LEAD_0004503,CUS_001391,PRJ_0006,2021-05-27,campaign,3,59
LEAD_0004504,CUS_001572,PRJ_0021,2025-07-02,referral,2,80
LEAD_0004505,CUS_002182,PRJ_0024,2024-04-18,web,1,49
LEAD_0004506,CUS_003155,PRJ_0008,2023-06-04,web,0,73
LEAD_0004507,CUS_005687,PRJ_0011,2023-04-26,campaign,2,53
LEAD_0004508,CUS_003156,PRJ_0009,2021-02-07,agency,0,61
LEAD_0004509,CUS_005115,PRJ_0011,2022-11-27,web,1,67
LEAD_0004510,CUS_003949,PRJ_0027,2021-07-22,agency,1,69
LEAD_0004511,CUS_002488,PRJ_0011,2024-02-11,walk_in,3,51
LEAD_0004512,CUS_004172,PRJ_0004,2024-07-18,walk_in,2,78
LEAD_0004513,CUS_000486,PRJ_0003,2025-09-25,web,1,44
LEAD_0004514,CUS_004456,PRJ_0014,2024-10-27,web,4,78
LEAD_0004515,CUS_001303,PRJ_0017,2025-11-07,agency,0,67
LEAD_0004516,CUS_004900,PRJ_0012,2022-02-20,web,2,64
LEAD_0004517,CUS_002684,PRJ_0016,2024-06-11,agency,2,67
LEAD_0004518,CUS_001984,PRJ_0015,2022-04-16,campaign,4,73
LEAD_0004519,CUS_001469,PRJ_0016,2021-11-03,campaign,1,43
LEAD_0004520,CUS_005448,PRJ_0012,2023-07-19,agency,1,76
LEAD_0004521,CUS_002435,PRJ_0015,2023-07-13,campaign,1,85
LEAD_0004522,CUS_003911,PRJ_0006,2025-09-13,campaign,3,80
LEAD_0004523,CUS_004973,PRJ_0006,2024-02-04,web,3,65
LEAD_0004524,CUS_006373,PRJ_0023,2022-12-25,campaign,1,72
LEAD_0004525,CUS_002739,PRJ_0025,2024-03-12,referral,1,61
LEAD_0004526,CUS_003613,PRJ_0017,2021-06-26,web,1,47
LEAD_0004527,CUS_003702,PRJ_0005,2025-07-21,agency,2,58
LEAD_0004528,CUS_005290,PRJ_0016,2022-06-26,agency,0,65
LEAD_0004529,CUS_002242,PRJ_0007,2022-01-21,campaign,2,71
LEAD_0004530,CUS_000661,PRJ_0027,2023-04-06,web,3,58
LEAD_0004531,CUS_003869,PRJ_0009,2023-09-07,walk_in,4,71
LEAD_0004532,CUS_000257,PRJ_0019,2024-03-27,web,1,57
LEAD_0004533,CUS_003419,PRJ_0024,2024-06-01,web,2,62
LEAD_0004534,CUS_001239,PRJ_0013,2022-09-01,referral,1,56
LEAD_0004535,CUS_000906,PRJ_0013,2024-02-26,referral,2,70
LEAD_0004536,CUS_001597,PRJ_0024,2022-02-25,web,3,69
LEAD_0004537,CUS_000711,PRJ_0025,2024-11-03,campaign,0,39
LEAD_0004538,CUS_005518,PRJ_0026,2023-06-14,web,1,52
LEAD_0004539,CUS_002239,PRJ_0026,2021-11-19,campaign,4,80
LEAD_0004540,CUS_001713,PRJ_0006,2022-01-30,web,1,64
LEAD_0004541,CUS_003789,PRJ_0004,2025-04-13,campaign,2,68
LEAD_0004542,CUS_000837,PRJ_0012,2025-11-12,web,3,83
LEAD_0004543,CUS_003708,PRJ_0021,2025-04-04,web,0,74
LEAD_0004544,CUS_000593,PRJ_0021,2023-12-05,web,0,53
LEAD_0004545,CUS_000325,PRJ_0015,2021-02-12,referral,2,83
LEAD_0004546,CUS_000695,PRJ_0020,2021-03-13,web,3,50
LEAD_0004547,CUS_004095,PRJ_0020,2023-06-27,walk_in,0,87
LEAD_0004548,CUS_004283,PRJ_0005,2023-06-11,web,2,82
LEAD_0004549,CUS_000772,PRJ_0023,2025-07-24,web,1,68
LEAD_0004550,CUS_002414,PRJ_0014,2022-08-20,campaign,1,69
LEAD_0004551,CUS_005474,PRJ_0013,2022-09-21,web,1,61
LEAD_0004552,CUS_001224,PRJ_0013,2022-12-09,walk_in,4,76
LEAD_0004553,CUS_000943,PRJ_0020,2023-09-06,campaign,1,72
LEAD_0004554,CUS_000229,PRJ_0009,2023-03-31,web,0,60
LEAD_0004555,CUS_001568,PRJ_0021,2024-12-27,campaign,3,70
LEAD_0004556,CUS_006153,PRJ_0008,2022-12-24,referral,1,63
LEAD_0004557,CUS_005122,PRJ_0024,2025-09-30,web,5,60
LEAD_0004558,CUS_000913,PRJ_0019,2022-04-11,web,2,60
LEAD_0004559,CUS_006023,PRJ_0004,2023-08-31,web,1,45
LEAD_0004560,CUS_003522,PRJ_0024,2023-02-25,campaign,3,72
LEAD_0004561,CUS_006066,PRJ_0005,2021-09-14,agency,6,86
LEAD_0004562,CUS_003473,PRJ_0025,2025-11-25,agency,2,71
LEAD_0004563,CUS_004762,PRJ_0012,2024-07-15,referral,1,78
LEAD_0004564,CUS_002657,PRJ_0001,2023-04-22,campaign,2,61
LEAD_0004565,CUS_000143,PRJ_0004,2021-11-01,web,3,84
LEAD_0004566,CUS_004053,PRJ_0009,2025-05-19,web,0,53
LEAD_0004567,CUS_000774,PRJ_0019,2022-10-19,web,0,62
LEAD_0004568,CUS_002238,PRJ_0021,2022-07-25,campaign,3,42
LEAD_0004569,CUS_000282,PRJ_0020,2021-01-31,web,1,51
LEAD_0004570,CUS_000797,PRJ_0016,2025-06-16,walk_in,1,53
LEAD_0004571,CUS_001347,PRJ_0020,2023-04-03,walk_in,5,71
LEAD_0004572,CUS_001949,PRJ_0025,2024-05-03,web,1,45
LEAD_0004573,CUS_006228,PRJ_0004,2022-12-24,campaign,1,51
LEAD_0004574,CUS_006358,PRJ_0027,2025-11-18,referral,3,72
LEAD_0004575,CUS_002542,PRJ_0028,2021-11-23,walk_in,2,72
LEAD_0004576,CUS_004459,PRJ_0004,2025-05-06,referral,1,69
LEAD_0004577,CUS_006214,PRJ_0009,2024-02-17,referral,3,73
LEAD_0004578,CUS_002036,PRJ_0003,2025-01-23,campaign,2,60
LEAD_0004579,CUS_000674,PRJ_0020,2023-03-13,agency,2,59
LEAD_0004580,CUS_001029,PRJ_0017,2021-09-02,web,2,71
LEAD_0004581,CUS_003609,PRJ_0009,2023-08-07,referral,1,50
LEAD_0004582,CUS_004197,PRJ_0013,2024-09-30,referral,1,66
LEAD_0004583,CUS_000154,PRJ_0004,2023-02-02,agency,3,61
LEAD_0004584,CUS_002356,PRJ_0008,2025-01-12,web,1,39
LEAD_0004585,CUS_001242,PRJ_0004,2025-04-09,walk_in,3,56
LEAD_0004586,CUS_001558,PRJ_0008,2025-01-20,referral,4,73
LEAD_0004587,CUS_003746,PRJ_0003,2023-04-01,referral,2,78
LEAD_0004588,CUS_002857,PRJ_0018,2022-11-12,campaign,2,70
LEAD_0004589,CUS_005756,PRJ_0006,2023-05-20,referral,2,60
LEAD_0004590,CUS_001764,PRJ_0007,2022-09-30,agency,0,60
LEAD_0004591,CUS_003728,PRJ_0001,2022-01-05,agency,2,73
LEAD_0004592,CUS_002002,PRJ_0003,2022-08-04,web,0,61
LEAD_0004593,CUS_001887,PRJ_0021,2023-06-18,walk_in,2,61
LEAD_0004594,CUS_001702,PRJ_0026,2023-12-14,campaign,1,48
LEAD_0004595,CUS_004954,PRJ_0013,2025-12-02,campaign,4,74
LEAD_0004596,CUS_004074,PRJ_0020,2024-05-29,web,0,78
LEAD_0004597,CUS_005787,PRJ_0022,2022-10-25,referral,2,78
LEAD_0004598,CUS_005472,PRJ_0025,2021-09-17,referral,0,55
LEAD_0004599,CUS_003488,PRJ_0003,2025-04-09,web,2,56
LEAD_0004600,CUS_003654,PRJ_0005,2022-08-12,agency,1,72
LEAD_0004601,CUS_005670,PRJ_0009,2025-09-16,web,0,81
LEAD_0004602,CUS_005469,PRJ_0004,2021-12-20,referral,1,63
LEAD_0004603,CUS_002975,PRJ_0023,2023-08-19,agency,3,88
LEAD_0004604,CUS_004225,PRJ_0021,2024-07-14,agency,3,50
LEAD_0004605,CUS_002754,PRJ_0001,2021-11-21,campaign,0,42
LEAD_0004606,CUS_003799,PRJ_0013,2021-08-10,campaign,2,62
LEAD_0004607,CUS_005013,PRJ_0017,2022-08-15,referral,5,66
LEAD_0004608,CUS_006257,PRJ_0026,2025-11-28,campaign,2,47
LEAD_0004609,CUS_001171,PRJ_0019,2023-02-01,agency,0,62
LEAD_0004610,CUS_005072,PRJ_0024,2022-08-30,web,6,73
LEAD_0004611,CUS_000362,PRJ_0019,2022-11-05,web,3,49
LEAD_0004612,CUS_001231,PRJ_0009,2025-12-23,web,3,58
LEAD_0004613,CUS_005921,PRJ_0028,2021-06-16,web,3,83
LEAD_0004614,CUS_003842,PRJ_0025,2021-01-31,referral,2,74
LEAD_0004615,CUS_005442,PRJ_0006,2023-10-01,agency,2,69
LEAD_0004616,CUS_000785,PRJ_0003,2024-06-11,referral,5,82
LEAD_0004617,CUS_003631,PRJ_0022,2021-07-30,walk_in,2,58
LEAD_0004618,CUS_000016,PRJ_0001,2021-06-30,web,2,61
LEAD_0004619,CUS_004129,PRJ_0022,2024-01-13,web,2,55
LEAD_0004620,CUS_002743,PRJ_0010,2025-05-22,walk_in,2,58
LEAD_0004621,CUS_000681,PRJ_0008,2022-08-24,web,2,68
LEAD_0004622,CUS_001740,PRJ_0027,2023-02-02,campaign,3,68
LEAD_0004623,CUS_000656,PRJ_0010,2021-05-11,referral,0,70
LEAD_0004624,CUS_005995,PRJ_0018,2025-05-13,web,2,47
LEAD_0004625,CUS_002829,PRJ_0012,2021-07-12,web,1,53
LEAD_0004626,CUS_005747,PRJ_0018,2022-10-23,campaign,1,68
LEAD_0004627,CUS_000727,PRJ_0020,2021-11-05,agency,1,66
LEAD_0004628,CUS_004290,PRJ_0014,2022-11-16,campaign,2,100
LEAD_0004629,CUS_004244,PRJ_0001,2025-08-31,agency,1,92
LEAD_0004630,CUS_000189,PRJ_0001,2024-05-19,web,1,50
LEAD_0004631,CUS_005044,PRJ_0015,2022-03-22,web,0,63
LEAD_0004632,CUS_000703,PRJ_0014,2025-07-16,agency,1,52
LEAD_0004633,CUS_005819,PRJ_0001,2023-11-01,referral,3,96
LEAD_0004634,CUS_001670,PRJ_0020,2023-11-22,campaign,2,75
LEAD_0004635,CUS_004216,PRJ_0013,2022-10-12,campaign,4,37
LEAD_0004636,CUS_004220,PRJ_0017,2021-12-28,agency,2,82
LEAD_0004637,CUS_006040,PRJ_0026,2025-01-05,walk_in,3,60
LEAD_0004638,CUS_003546,PRJ_0016,2025-06-06,walk_in,2,72
LEAD_0004639,CUS_005074,PRJ_0002,2021-12-27,web,3,55
LEAD_0004640,CUS_000552,PRJ_0013,2021-03-08,walk_in,2,54
LEAD_0004641,CUS_006350,PRJ_0010,2023-10-02,web,2,64
LEAD_0004642,CUS_004700,PRJ_0023,2025-09-02,campaign,3,61
LEAD_0004643,CUS_004582,PRJ_0006,2022-09-04,agency,2,54
LEAD_0004644,CUS_000288,PRJ_0012,2024-02-17,web,3,55
LEAD_0004645,CUS_001508,PRJ_0014,2021-09-29,campaign,6,63
LEAD_0004646,CUS_004678,PRJ_0021,2025-01-08,web,2,53
LEAD_0004647,CUS_005744,PRJ_0005,2023-11-16,web,2,91
LEAD_0004648,CUS_006147,PRJ_0015,2023-10-28,campaign,1,62
LEAD_0004649,CUS_006244,PRJ_0008,2023-06-10,referral,1,55
LEAD_0004650,CUS_002435,PRJ_0025,2024-06-14,web,0,71
LEAD_0004651,CUS_000626,PRJ_0028,2022-04-21,agency,0,71
LEAD_0004652,CUS_005383,PRJ_0004,2025-05-12,referral,4,64
LEAD_0004653,CUS_003392,PRJ_0023,2024-05-06,web,3,69
LEAD_0004654,CUS_006390,PRJ_0021,2023-09-06,web,4,51
LEAD_0004655,CUS_000348,PRJ_0028,2025-10-16,web,3,64
LEAD_0004656,CUS_000644,PRJ_0004,2024-01-11,web,0,52
LEAD_0004657,CUS_006444,PRJ_0008,2025-09-12,agency,3,67
LEAD_0004658,CUS_000604,PRJ_0027,2021-11-10,agency,2,74
LEAD_0004659,CUS_005163,PRJ_0016,2021-08-30,agency,1,60
LEAD_0004660,CUS_003250,PRJ_0024,2021-12-04,web,0,58
LEAD_0004661,CUS_000872,PRJ_0015,2025-03-11,campaign,3,65
LEAD_0004662,CUS_006309,PRJ_0011,2024-01-08,campaign,1,60
LEAD_0004663,CUS_003465,PRJ_0011,2025-12-20,web,3,70
LEAD_0004664,CUS_004305,PRJ_0022,2021-11-02,campaign,0,62
LEAD_0004665,CUS_000674,PRJ_0028,2023-10-24,web,3,59
LEAD_0004666,CUS_001458,PRJ_0003,2021-08-06,web,3,51
LEAD_0004667,CUS_005973,PRJ_0009,2025-05-16,referral,1,63
LEAD_0004668,CUS_002079,PRJ_0019,2025-03-25,web,1,41
LEAD_0004669,CUS_002470,PRJ_0012,2024-12-20,agency,1,50
LEAD_0004670,CUS_000289,PRJ_0026,2022-03-08,agency,2,59
LEAD_0004671,CUS_004944,PRJ_0001,2023-03-27,web,2,70
LEAD_0004672,CUS_001219,PRJ_0001,2025-04-27,agency,2,63
LEAD_0004673,CUS_003829,PRJ_0010,2024-03-05,referral,1,63
LEAD_0004674,CUS_005096,PRJ_0011,2021-06-20,web,6,59
LEAD_0004675,CUS_004073,PRJ_0020,2025-01-13,agency,2,69
LEAD_0004676,CUS_006407,PRJ_0007,2022-11-29,referral,1,75
LEAD_0004677,CUS_004491,PRJ_0018,2021-07-20,agency,4,53
LEAD_0004678,CUS_005997,PRJ_0014,2023-04-02,agency,1,71
LEAD_0004679,CUS_002959,PRJ_0007,2021-04-11,referral,3,77
LEAD_0004680,CUS_001829,PRJ_0022,2021-05-10,web,3,46
LEAD_0004681,CUS_006499,PRJ_0006,2022-12-08,agency,4,67
LEAD_0004682,CUS_006029,PRJ_0011,2025-02-05,walk_in,1,58
LEAD_0004683,CUS_001671,PRJ_0028,2021-04-30,referral,1,84
LEAD_0004684,CUS_001363,PRJ_0010,2023-02-11,campaign,0,37
LEAD_0004685,CUS_005616,PRJ_0008,2023-11-14,walk_in,2,76
LEAD_0004686,CUS_001451,PRJ_0014,2025-05-20,agency,1,71
LEAD_0004687,CUS_001460,PRJ_0008,2023-11-23,web,1,67
LEAD_0004688,CUS_000837,PRJ_0008,2023-08-20,agency,0,73
LEAD_0004689,CUS_004121,PRJ_0009,2023-04-05,web,0,52
LEAD_0004690,CUS_004615,PRJ_0023,2023-09-25,web,1,64
LEAD_0004691,CUS_000197,PRJ_0007,2023-12-07,agency,3,57
LEAD_0004692,CUS_001650,PRJ_0004,2025-11-01,agency,1,100
LEAD_0004693,CUS_004579,PRJ_0018,2023-05-06,walk_in,1,59
LEAD_0004694,CUS_003089,PRJ_0021,2021-11-11,agency,1,60
LEAD_0004695,CUS_000647,PRJ_0001,2023-01-22,referral,0,73
LEAD_0004696,CUS_002108,PRJ_0005,2024-03-31,agency,0,68
LEAD_0004697,CUS_005594,PRJ_0023,2022-07-02,walk_in,2,34
LEAD_0004698,CUS_000798,PRJ_0015,2024-12-03,agency,3,75
LEAD_0004699,CUS_002143,PRJ_0006,2025-06-18,referral,0,57
LEAD_0004700,CUS_001211,PRJ_0024,2024-01-01,agency,1,68
LEAD_0004701,CUS_005089,PRJ_0001,2025-09-11,agency,1,44
LEAD_0004702,CUS_001032,PRJ_0014,2021-07-12,campaign,4,57
LEAD_0004703,CUS_001692,PRJ_0021,2022-12-02,web,3,67
LEAD_0004704,CUS_001461,PRJ_0006,2021-06-08,web,2,71
LEAD_0004705,CUS_003611,PRJ_0019,2023-12-06,referral,4,62
LEAD_0004706,CUS_002240,PRJ_0001,2024-08-04,campaign,1,49
LEAD_0004707,CUS_001162,PRJ_0026,2021-09-12,web,3,94
LEAD_0004708,CUS_003302,PRJ_0016,2021-03-11,walk_in,5,53
LEAD_0004709,CUS_003544,PRJ_0024,2025-10-29,walk_in,2,89
LEAD_0004710,CUS_001409,PRJ_0016,2025-04-11,walk_in,2,76
LEAD_0004711,CUS_003756,PRJ_0005,2021-12-12,agency,3,58
LEAD_0004712,CUS_004271,PRJ_0026,2023-02-02,agency,3,80
LEAD_0004713,CUS_001082,PRJ_0007,2021-04-14,web,1,71
LEAD_0004714,CUS_001687,PRJ_0026,2022-07-12,walk_in,0,51
LEAD_0004715,CUS_000349,PRJ_0026,2022-02-01,web,1,46
LEAD_0004716,CUS_001303,PRJ_0019,2023-04-08,web,1,59
LEAD_0004717,CUS_000429,PRJ_0004,2021-10-06,walk_in,1,56
LEAD_0004718,CUS_005803,PRJ_0002,2025-12-17,agency,5,84
LEAD_0004719,CUS_001336,PRJ_0026,2021-07-22,agency,4,68
LEAD_0004720,CUS_001539,PRJ_0015,2024-08-19,agency,1,73
LEAD_0004721,CUS_000233,PRJ_0006,2022-07-19,web,1,71
LEAD_0004722,CUS_001973,PRJ_0005,2025-06-08,web,1,50
LEAD_0004723,CUS_004511,PRJ_0006,2021-04-11,web,4,56
LEAD_0004724,CUS_003103,PRJ_0003,2025-02-09,web,0,60
LEAD_0004725,CUS_005890,PRJ_0028,2022-03-28,referral,0,67
LEAD_0004726,CUS_005831,PRJ_0024,2025-04-30,campaign,3,49
LEAD_0004727,CUS_004949,PRJ_0006,2023-09-06,referral,1,60
LEAD_0004728,CUS_005407,PRJ_0005,2021-04-23,campaign,2,62
LEAD_0004729,CUS_002843,PRJ_0009,2021-09-01,web,3,69
LEAD_0004730,CUS_001477,PRJ_0023,2024-08-31,web,2,78
LEAD_0004731,CUS_002596,PRJ_0014,2023-06-30,campaign,3,54
LEAD_0004732,CUS_000068,PRJ_0007,2025-06-05,agency,1,73
LEAD_0004733,CUS_001845,PRJ_0009,2023-01-21,web,1,63
LEAD_0004734,CUS_002506,PRJ_0005,2025-09-27,referral,3,67
LEAD_0004735,CUS_006317,PRJ_0006,2022-04-30,web,4,95
LEAD_0004736,CUS_002443,PRJ_0014,2022-08-07,campaign,2,77
LEAD_0004737,CUS_000792,PRJ_0001,2023-07-16,referral,4,59
LEAD_0004738,CUS_001348,PRJ_0006,2022-03-08,agency,3,62
LEAD_0004739,CUS_004063,PRJ_0009,2022-08-08,referral,2,88
LEAD_0004740,CUS_003617,PRJ_0022,2022-06-10,web,3,85
LEAD_0004741,CUS_003117,PRJ_0028,2025-11-04,web,2,63
LEAD_0004742,CUS_005954,PRJ_0028,2024-10-20,web,2,59
LEAD_0004743,CUS_005477,PRJ_0023,2021-07-23,web,3,56
LEAD_0004744,CUS_000328,PRJ_0016,2021-08-13,web,2,51
LEAD_0004745,CUS_005157,PRJ_0011,2025-01-12,web,1,52
LEAD_0004746,CUS_004950,PRJ_0007,2023-10-20,campaign,1,59
LEAD_0004747,CUS_004338,PRJ_0013,2022-01-09,web,3,68
LEAD_0004748,CUS_000807,PRJ_0024,2023-04-24,campaign,2,55
LEAD_0004749,CUS_000909,PRJ_0015,2025-10-23,web,3,59
LEAD_0004750,CUS_005514,PRJ_0009,2024-09-25,referral,2,76
LEAD_0004751,CUS_005193,PRJ_0011,2024-03-27,web,0,43
LEAD_0004752,CUS_004959,PRJ_0012,2024-10-21,agency,1,58
LEAD_0004753,CUS_004707,PRJ_0026,2025-09-27,web,3,45
LEAD_0004754,CUS_003942,PRJ_0010,2023-12-16,web,1,50
LEAD_0004755,CUS_005665,PRJ_0020,2024-08-26,campaign,4,55
LEAD_0004756,CUS_005644,PRJ_0026,2023-05-21,agency,1,87
LEAD_0004757,CUS_002646,PRJ_0009,2024-12-11,referral,4,71
LEAD_0004758,CUS_004637,PRJ_0003,2024-04-07,walk_in,1,75
LEAD_0004759,CUS_001846,PRJ_0027,2023-03-18,web,2,42
LEAD_0004760,CUS_005834,PRJ_0002,2025-10-01,agency,2,51
LEAD_0004761,CUS_000077,PRJ_0007,2022-07-08,agency,2,48
LEAD_0004762,CUS_003865,PRJ_0010,2025-08-09,walk_in,1,63
LEAD_0004763,CUS_000789,PRJ_0001,2021-12-31,web,2,63
LEAD_0004764,CUS_001230,PRJ_0019,2025-01-11,web,1,71
LEAD_0004765,CUS_002235,PRJ_0008,2023-09-07,web,2,69
LEAD_0004766,CUS_003155,PRJ_0002,2023-11-25,web,1,62
LEAD_0004767,CUS_004811,PRJ_0004,2022-03-16,web,4,41
LEAD_0004768,CUS_001675,PRJ_0015,2023-04-29,web,0,55
LEAD_0004769,CUS_002957,PRJ_0022,2023-03-22,web,2,65
LEAD_0004770,CUS_006022,PRJ_0027,2025-03-21,web,1,56
LEAD_0004771,CUS_004294,PRJ_0014,2024-08-24,web,1,46
LEAD_0004772,CUS_001997,PRJ_0017,2023-08-15,web,1,67
LEAD_0004773,CUS_000840,PRJ_0013,2025-03-10,web,1,57
LEAD_0004774,CUS_003846,PRJ_0013,2024-07-20,agency,0,59
LEAD_0004775,CUS_000268,PRJ_0017,2025-11-26,web,2,77
LEAD_0004776,CUS_002688,PRJ_0020,2022-01-21,referral,2,60
LEAD_0004777,CUS_005100,PRJ_0019,2022-10-14,agency,3,58
LEAD_0004778,CUS_000579,PRJ_0023,2024-02-13,web,2,61
LEAD_0004779,CUS_004176,PRJ_0016,2025-07-15,agency,5,68
LEAD_0004780,CUS_001442,PRJ_0019,2024-06-29,campaign,1,55
LEAD_0004781,CUS_003628,PRJ_0021,2023-11-02,walk_in,0,54
LEAD_0004782,CUS_001037,PRJ_0012,2022-06-17,agency,2,71
LEAD_0004783,CUS_001524,PRJ_0010,2024-07-07,referral,1,54
LEAD_0004784,CUS_002667,PRJ_0004,2024-05-29,web,2,49
LEAD_0004785,CUS_002043,PRJ_0012,2025-04-12,web,2,72
LEAD_0004786,CUS_003081,PRJ_0012,2023-03-23,web,2,76
LEAD_0004787,CUS_000673,PRJ_0005,2021-08-10,agency,1,62
LEAD_0004788,CUS_001763,PRJ_0015,2021-09-02,web,0,66
LEAD_0004789,CUS_006390,PRJ_0025,2025-01-13,web,2,65
LEAD_0004790,CUS_005779,PRJ_0018,2021-07-23,web,2,48
LEAD_0004791,CUS_004177,PRJ_0002,2023-10-17,agency,3,69
LEAD_0004792,CUS_000563,PRJ_0014,2023-02-26,agency,1,74
LEAD_0004793,CUS_000632,PRJ_0002,2022-07-15,agency,2,53
LEAD_0004794,CUS_002807,PRJ_0026,2025-02-10,campaign,1,61
LEAD_0004795,CUS_005222,PRJ_0027,2021-06-23,agency,1,63
LEAD_0004796,CUS_000381,PRJ_0028,2023-11-06,referral,2,74
LEAD_0004797,CUS_000569,PRJ_0028,2022-11-15,web,2,81
LEAD_0004798,CUS_004406,PRJ_0014,2021-06-05,web,1,65
LEAD_0004799,CUS_001511,PRJ_0021,2024-10-17,referral,1,62
LEAD_0004800,CUS_002287,PRJ_0005,2022-12-15,web,4,77
LEAD_0004801,CUS_000612,PRJ_0026,2022-05-05,agency,0,53
LEAD_0004802,CUS_005493,PRJ_0004,2024-11-09,referral,6,64
LEAD_0004803,CUS_003803,PRJ_0010,2021-11-04,web,1,49
LEAD_0004804,CUS_004804,PRJ_0017,2025-09-05,agency,2,81
LEAD_0004805,CUS_000107,PRJ_0024,2022-03-20,agency,3,54
LEAD_0004806,CUS_002318,PRJ_0001,2023-05-10,referral,3,64
LEAD_0004807,CUS_006311,PRJ_0023,2022-07-18,web,2,58
LEAD_0004808,CUS_006189,PRJ_0006,2024-02-15,web,6,69
LEAD_0004809,CUS_002985,PRJ_0009,2025-07-21,web,2,63
LEAD_0004810,CUS_003758,PRJ_0022,2022-07-02,campaign,3,49
LEAD_0004811,CUS_005370,PRJ_0006,2022-04-22,web,1,73
LEAD_0004812,CUS_002270,PRJ_0003,2023-09-25,web,1,65
LEAD_0004813,CUS_004201,PRJ_0006,2022-02-22,web,4,62
LEAD_0004814,CUS_002533,PRJ_0005,2021-02-16,campaign,3,48
LEAD_0004815,CUS_003855,PRJ_0008,2024-12-09,referral,3,61
LEAD_0004816,CUS_004503,PRJ_0028,2024-09-06,web,2,63
LEAD_0004817,CUS_000242,PRJ_0021,2024-08-24,web,2,58
LEAD_0004818,CUS_002890,PRJ_0019,2024-03-12,web,3,50
LEAD_0004819,CUS_003713,PRJ_0009,2025-06-07,web,4,57
LEAD_0004820,CUS_004213,PRJ_0023,2023-12-01,referral,3,86
LEAD_0004821,CUS_003033,PRJ_0017,2024-01-19,campaign,3,76
LEAD_0004822,CUS_001736,PRJ_0016,2025-01-03,web,4,59
LEAD_0004823,CUS_000611,PRJ_0003,2025-04-27,web,3,69
LEAD_0004824,CUS_001395,PRJ_0017,2025-03-09,web,3,56
LEAD_0004825,CUS_005266,PRJ_0022,2024-05-17,referral,1,77
LEAD_0004826,CUS_003888,PRJ_0013,2021-08-26,web,2,53
LEAD_0004827,CUS_005678,PRJ_0002,2023-01-15,referral,2,74
LEAD_0004828,CUS_002107,PRJ_0006,2023-04-02,referral,2,58
LEAD_0004829,CUS_000862,PRJ_0002,2024-04-10,walk_in,2,69
LEAD_0004830,CUS_005482,PRJ_0027,2024-07-17,web,2,87
LEAD_0004831,CUS_004360,PRJ_0020,2023-10-28,walk_in,1,59
LEAD_0004832,CUS_005562,PRJ_0025,2021-05-04,agency,1,62
LEAD_0004833,CUS_000309,PRJ_0020,2021-09-30,web,2,60
LEAD_0004834,CUS_002152,PRJ_0006,2021-03-25,referral,1,85
LEAD_0004835,CUS_002280,PRJ_0013,2025-07-24,campaign,2,73
LEAD_0004836,CUS_000547,PRJ_0021,2021-08-19,web,2,49
LEAD_0004837,CUS_005692,PRJ_0012,2023-02-09,agency,2,64
LEAD_0004838,CUS_002486,PRJ_0008,2021-08-23,campaign,3,74
LEAD_0004839,CUS_006131,PRJ_0010,2023-02-09,web,2,57
LEAD_0004840,CUS_000967,PRJ_0022,2021-02-09,agency,0,48
LEAD_0004841,CUS_000589,PRJ_0025,2023-09-16,web,1,69
LEAD_0004842,CUS_005940,PRJ_0021,2024-02-07,web,0,64
LEAD_0004843,CUS_001583,PRJ_0012,2024-09-09,campaign,3,61
LEAD_0004844,CUS_004953,PRJ_0019,2021-01-09,agency,2,100
LEAD_0004845,CUS_004879,PRJ_0027,2025-09-13,campaign,1,63
LEAD_0004846,CUS_001508,PRJ_0021,2022-08-17,walk_in,3,61
LEAD_0004847,CUS_003316,PRJ_0015,2021-01-17,web,3,55
LEAD_0004848,CUS_003659,PRJ_0023,2024-05-22,web,1,61
LEAD_0004849,CUS_001693,PRJ_0011,2025-01-13,web,5,73
LEAD_0004850,CUS_001975,PRJ_0016,2023-04-26,agency,2,53
LEAD_0004851,CUS_003451,PRJ_0015,2024-12-25,web,1,61
LEAD_0004852,CUS_005360,PRJ_0004,2021-02-17,web,0,41
LEAD_0004853,CUS_005793,PRJ_0027,2021-12-19,web,1,50
LEAD_0004854,CUS_006465,PRJ_0016,2023-04-18,agency,2,61
LEAD_0004855,CUS_002418,PRJ_0004,2023-04-22,web,6,66
LEAD_0004856,CUS_004151,PRJ_0021,2024-06-16,web,0,68
LEAD_0004857,CUS_001219,PRJ_0012,2023-04-30,web,1,56
LEAD_0004858,CUS_001140,PRJ_0010,2025-11-18,web,1,59
LEAD_0004859,CUS_000306,PRJ_0013,2022-09-10,referral,2,60
LEAD_0004860,CUS_001145,PRJ_0027,2021-04-08,referral,3,52
LEAD_0004861,CUS_003255,PRJ_0010,2024-11-11,web,3,55
