reservation_id,lead_id,customer_id,project_id,unit_id,reservation_date,deposit_eur,financing_ratio,status,cancel_date
RES_0001094,LEAD_0004793,CUS_000632,PRJ_0002,PRJ_0002_U035,2022-08-05,11992.39,0.638,converted,
RES_0001095,LEAD_0003371,CUS_005098,PRJ_0012,PRJ_0012_U005,2021-10-26,20819.7,0.637,converted,
RES_0001096,LEAD_0005763,CUS_005651,PRJ_0025,PRJ_0025_U042,2021-11-26,9993.75,0.42,converted,
RES_0001097,LEAD_0002374,CUS_000456,PRJ_0027,PRJ_0027_U076,2022-05-07,26013.49,0.34,converted,
RES_0001098,LEAD_0002443,CUS_001662,PRJ_0003,PRJ_0003_U007,2024-04-17,10107.4,0.465,converted,
RES_0001099,LEAD_0009597,CUS_002970,PRJ_0002,PRJ_0002_U013,2025-09-28,13874.48,0.747,converted,
RES_0001100,LEAD_0003095,CUS_006180,PRJ_0014,PRJ_0014_U043,2024-07-30,10495.31,0.446,converted,
RES_0001101,LEAD_0002759,CUS_001754,PRJ_0010,PRJ_0010_U045,2021-04-12,8166.71,0.605,converted,
RES_0001102,LEAD_0003778,CUS_005196,PRJ_0006,PRJ_0006_U090,2021-03-25,37149.39,0.28,converted,
RES_0001103,LEAD_0009765,CUS_003263,PRJ_0028,PRJ_0028_U039,2024-02-04,20972.41,0.506,converted,
RES_0001104,LEAD_0004522,CUS_003911,PRJ_0006,PRJ_0006_U085,2025-09-27,24852.31,0.582,converted,
RES_0001105,LEAD_0009544,CUS_002990,PRJ_0022,PRJ_0022_U012,2022-05-04,23341.56,0.705,converted,
RES_0001106,LEAD_0006983,CUS_005694,PRJ_0001,PRJ_0001_U035,2023-01-22,23793.9,0.587,converted,
RES_0001107,LEAD_0006342,CUS_002597,PRJ_0002,PRJ_0002_U016,2023-03-21,10482.02,0.469,converted,
RES_0001108,LEAD_0002936,CUS_002449,PRJ_0022,PRJ_0022_U021,2024-02-17,35352.85,0.476,converted,
RES_0001109,LEAD_0003910,CUS_005752,PRJ_0025,PRJ_0025_U012,2024-05-16,14564.1,0.634,converted,
RES_0001110,LEAD_0005377,CUS_000351,PRJ_0028,PRJ_0028_U052,2022-10-10,28490.5,0.424,converted,
RES_0001111,LEAD_0003170,CUS_003746,PRJ_0009,PRJ_0009_U032,2021-03-07,16416.78,0.687,converted,
RES_0001112,LEAD_0005107,CUS_002680,PRJ_0014,PRJ_0014_U069,2023-11-11,25364.1,0.805,converted,
RES_0001113,LEAD_0009496,CUS_001461,PRJ_0004,PRJ_0004_U075,2023-08-10,5730.93,0.682,converted,
RES_0001114,LEAD_0009301,CUS_001067,PRJ_0007,PRJ_0007_U049,2023-01-27,10812.64,0.692,converted,
RES_0001115,LEAD_0007622,CUS_000552,PRJ_0002,PRJ_0002_U029,2025-05-13,16996.19,0.758,converted,
RES_0001116,LEAD_0002487,CUS_001476,PRJ_0015,PRJ_0015_U059,2023-03-21,28610.84,0.515,converted,
RES_0001117,LEAD_0007436,CUS_001029,PRJ_0013,PRJ_0013_U040,2025-01-18,24799.02,0.541,converted,
RES_0001118,LEAD_0008149,CUS_004311,PRJ_0023,PRJ_0023_U067,2022-03-05,15787.01,0.565,converted,
RES_0001119,LEAD_0004951,CUS_002262,PRJ_0025,PRJ_0025_U030,2023-07-24,15168.37,0.876,converted,
RES_0001120,LEAD_0004068,CUS_004115,PRJ_0006,PRJ_0006_U093,2025-10-20,20903.67,0.593,converted,
RES_0001121,LEAD_0002025,CUS_001856,PRJ_0016,PRJ_0016_U035,2022-05-19,18243.85,0.588,converted,
RES_0001122,LEAD_0009382,CUS_004459,PRJ_0001,PRJ_0001_U047,2023-03-02,20282.41,0.676,converted,
RES_0001123,LEAD_0006946,CUS_002257,PRJ_0011,PRJ_0011_U084,2025-08-08,41000.38,0.649,cancelled,2025-11-24
RES_0001124,LEAD_0007349,CUS_001761,PRJ_0007,PRJ_0007_U057,2023-03-14,10789.08,0.718,converted,
RES_0001125,LEAD_0007221,CUS_001387,PRJ_0021,PRJ_0021_U004,2021-07-08,18140.96,0.41,converted,
RES_0001126,LEAD_0008447,CUS_001595,PRJ_0009,PRJ_0009_U066,2024-02-09,19538.49,0.485,converted,
RES_0001127,LEAD_0004484,CUS_000332,PRJ_0025,PRJ_0025_U032,2025-05-04,11023.56,0.47,converted,
RES_0001128,LEAD_0003468,CUS_005902,PRJ_0014,PRJ_0014_U041,2021-04-03,17377.62,0.557,converted,
RES_0001129,LEAD_0000473,CUS_004006,PRJ_0024,PRJ_0024_U015,2022-03-20,24489.21,0.253,converted,
RES_0001130,LEAD_0010056,CUS_001950,PRJ_0021,PRJ_0021_U041,2021-11-25,19482.08,0.668,converted,
RES_0001131,LEAD_0006483,CUS_001869,PRJ_0012,PRJ_0012_U003,2024-05-31,34443.65,0.354,converted,
RES_0001132,LEAD_0005152,CUS_002090,PRJ_0021,PRJ_0021_U007,2021-03-19,27552.54,0.247,converted,
RES_0001133,LEAD_0009949,CUS_000233,PRJ_0018,PRJ_0018_U073,2025-09-01,11685.74,0.321,converted,
RES_0001134,LEAD_0001507,CUS_000777,PRJ_0003,PRJ_0003_U056,2025-04-12,18482.93,0.52,converted,
RES_0001135,LEAD_0006544,CUS_005363,PRJ_0002,PRJ_0002_U036,2023-08-27,7239.6,0.793,converted,
RES_0001136,LEAD_0002771,CUS_004796,PRJ_0013,PRJ_0013_U001,2021-02-18,28542.3,0.71,converted,
RES_0001137,LEAD_0009704,CUS_004429,PRJ_0013,PRJ_0013_U004,2023-02-24,32325.97,0.33,converted,
RES_0001138,LEAD_0006976,CUS_003695,PRJ_0006,PRJ_0006_U056,2021-10-30,13968.53,0.71,converted,
RES_0001139,LEAD_0007208,CUS_005281,PRJ_0007,PRJ_0007_U017,2024-05-03,17928.97,0.3,converted,
RES_0001140,LEAD_0009839,CUS_001050,PRJ_0019,PRJ_0019_U021,2024-11-22,16541.12,0.758,converted,
RES_0001141,LEAD_0006437,CUS_003945,PRJ_0024,PRJ_0024_U033,2025-06-23,15511.04,0.92,converted,
RES_0001142,LEAD_0000074,CUS_004423,PRJ_0003,PRJ_0003_U028,2021-03-19,32281.08,0.757,converted,
RES_0001143,LEAD_0004833,CUS_000309,PRJ_0020,PRJ_0020_U050,2021-10-03,36150.34,0.483,converted,
RES_0001144,LEAD_0007901,CUS_005859,PRJ_0015,PRJ_0015_U031,2023-06-19,10006.56,0.359,converted,
RES_0001145,LEAD_0006591,CUS_005266,PRJ_0015,PRJ_0015_U051,2024-12-06,14598.22,0.69,converted,
RES_0001146,LEAD_0009918,CUS_003318,PRJ_0017,PRJ_0017_U021,2021-05-07,18355.66,0.514,converted,
RES_0001147,LEAD_0007586,CUS_004806,PRJ_0009,PRJ_0009_U065,2025-08-20,34349.06,0.579,converted,
RES_0001148,LEAD_0004899,CUS_006159,PRJ_0020,PRJ_0020_U009,2021-12-21,17446.45,0.821,converted,
RES_0001149,LEAD_0010037,CUS_003174,PRJ_0013,PRJ_0013_U060,2024-12-18,19200.96,0.32,converted,
RES_0001150,LEAD_0007137,CUS_004722,PRJ_0013,PRJ_0013_U020,2024-07-19,30151.03,0.412,converted,
RES_0001151,LEAD_0000178,CUS_004868,PRJ_0018,PRJ_0018_U005,2023-07-24,12411.55,0.728,converted,
RES_0001152,LEAD_0009977,CUS_003345,PRJ_0011,PRJ_0011_U060,2023-01-09,21133.25,0.706,converted,
RES_0001153,LEAD_0003351,CUS_000196,PRJ_0020,PRJ_0020_U056,2022-12-10,10415.69,0.388,converted,
RES_0001154,LEAD_0001375,CUS_005894,PRJ_0014,PRJ_0014_U050,2023-09-02,15204.98,0.79,converted,
RES_0001155,LEAD_0001721,CUS_004600,PRJ_0002,PRJ_0002_U026,2021-09-09,20151.57,0.421,converted,
RES_0001156,LEAD_0004585,CUS_001242,PRJ_0004,PRJ_0004_U035,2025-04-21,25540.41,0.552,converted,
RES_0001157,LEAD_0006624,CUS_003203,PRJ_0014,PRJ_0014_U107,2025-03-26,22290.67,0.478,converted,
RES_0001158,LEAD_0009036,CUS_001062,PRJ_0023,PRJ_0023_U073,2025-11-26,29279.28,0.765,converted,
RES_0001159,LEAD_0008295,CUS_001146,PRJ_0027,PRJ_0027_U088,2023-09-04,21009.37,0.504,converted,
RES_0001160,LEAD_0002215,CUS_003444,PRJ_0013,PRJ_0013_U036,2022-05-11,18838.04,0.627,converted,
RES_0001161,LEAD_0001422,CUS_002686,PRJ_0013,PRJ_0013_U059,2023-01-26,24485.5,0.503,converted,
RES_0001162,LEAD_0009451,CUS_001898,PRJ_0010,PRJ_0010_U010,2025-05-19,35538.66,0.428,converted,
RES_0001163,LEAD_0005361,CUS_003264,PRJ_0017,PRJ_0017_U100,2024-03-15,22772.46,0.412,converted,
RES_0001164,LEAD_0010203,CUS_003223,PRJ_0022,PRJ_0022_U031,2023-01-10,51701.02,0.61,converted,
RES_0001165,LEAD_0007198,CUS_006195,PRJ_0011,PRJ_0011_U108,2024-05-14,20205.77,0.614,converted,
RES_0001166,LEAD_0001979,CUS_002165,PRJ_0015,PRJ_0015_U055,2022-08-03,11995.89,0.555,converted,
RES_0001167,LEAD_0001062,CUS_000058,PRJ_0005,PRJ_0005_U030,2022-03-02,18656.21,0.425,converted,
RES_0001168,LEAD_0001426,CUS_002905,PRJ_0010,PRJ_0010_U024,2025-01-19,14132.92,0.632,converted,
RES_0001169,LEAD_0005287,CUS_003899,PRJ_0005,PRJ_0005_U039,2021-04-30,15728.37,0.799,converted,
RES_0001170,LEAD_0007615,CUS_003695,PRJ_0025,PRJ_0025_U015,2022-12-25,25628.94,0.44,cancelled,2023-02-01
RES_0001171,LEAD_0001503,CUS_000962,PRJ_0011,PRJ_0011_U004,2025-12-13,44396.93,0.676,converted,
RES_0001172,LEAD_0003785,CUS_000181,PRJ_0014,PRJ_0014_U075,2022-08-10,16577.5,0.771,converted,
RES_0001173,LEAD_0004809,CUS_002985,PRJ_0009,PRJ_0009_U022,2025-08-14,43157.79,0.821,converted,
RES_0001174,LEAD_0005121,CUS_002518,PRJ_0005,PRJ_0005_U016,2021-04-20,22943.71,0.644,converted,
RES_0001175,LEAD_0008930,CUS_002396,PRJ_0016,PRJ_0016_U085,2025-11-14,12479.51,0.57,converted,
RES_0001176,LEAD_0005372,CUS_005620,PRJ_0017,PRJ_0017_U095,2021-02-04,24331.35,0.74,converted,
RES_0001177,LEAD_0006250,CUS_003807,PRJ_0016,PRJ_0016_U004,2024-12-15,17550.14,0.544,converted,
RES_0001178,LEAD_0008210,CUS_003551,PRJ_0004,PRJ_0004_U056,2021-06-11,14952.3,0.446,converted,
RES_0001179,LEAD_0000958,CUS_000684,PRJ_0023,PRJ_0023_U070,2024-10-31,11879.56,0.291,converted,
RES_0001180,LEAD_0007258,CUS_004637,PRJ_0013,PRJ_0013_U051,2025-05-03,15934.68,0.47,converted,
RES_0001181,LEAD_0002689,CUS_003003,PRJ_0014,PRJ_0014_U071,2023-04-26,15064.42,0.368,converted,
RES_0001182,LEAD_0007853,CUS_002424,PRJ_0028,PRJ_0028_U034,2023-02-04,12654.81,0.671,converted,
RES_0001183,LEAD_0006420,CUS_000108,PRJ_0027,PRJ_0027_U012,2022-03-03,14827.91,0.44,converted,
RES_0001184,LEAD_0006759,CUS_004799,PRJ_0011,PRJ_0011_U016,2022-09-11,11226.85,0.575,converted,
RES_0001185,LEAD_0009626,CUS_005125,PRJ_0017,PRJ_0017_U105,2025-05-22,20066.23,0.686,converted,
RES_0001186,LEAD_0000529,CUS_005257,PRJ_0006,PRJ_0006_U034,2025-12-23,32993.47,0.668,converted,
RES_0001187,LEAD_0000780,CUS_001629,PRJ_0024,PRJ_0024_U077,2025-10-27,24436.97,0.518,converted,
RES_0001188,LEAD_0000723,CUS_006023,PRJ_0011,PRJ_0011_U061,2023-09-30,12066.15,0.694,converted,
RES_0001189,LEAD_0008973,CUS_003927,PRJ_0010,PRJ_0010_U031,2021-05-30,15086.53,0.517,converted,
RES_0001190,LEAD_0008773,CUS_005324,PRJ_0008,PRJ_0008_U093,2025-04-22,17998.29,0.742,converted,
RES_0001191,LEAD_0008052,CUS_001776,PRJ_0004,PRJ_0004_U106,2021-10-26,28307.08,0.564,converted,
RES_0001192,LEAD_0001993,CUS_004137,PRJ_0023,PRJ_0023_U048,2023-01-09,15987.54,0.428,converted,
RES_0001193,LEAD_0002333,CUS_003647,PRJ_0002,PRJ_0002_U019,2021-04-06,16165.48,0.699,converted,
RES_0001194,LEAD_0007428,CUS_005668,PRJ_0006,PRJ_0006_U009,2024-06-03,15375.45,0.814,converted,
RES_0001195,LEAD_0007921,CUS_001688,PRJ_0010,PRJ_0010_U011,2023-12-29,16154.07,0.459,converted,
RES_0001196,LEAD_0002472,CUS_006309,PRJ_0022,PRJ_0022_U017,2023-12-28,17562.38,0.612,converted,
RES_0001197,LEAD_0005505,CUS_006106,PRJ_0021,PRJ_0021_U020,2024-02-27,31341.93,0.59,converted,
RES_0001198,LEAD_0005130,CUS_005707,PRJ_0014,PRJ_0014_U046,2022-10-23,17885.85,0.464,converted,
RES_0001199,LEAD_0001397,CUS_005776,PRJ_0013,PRJ_0013_U046,2023-08-30,16413.16,0.324,converted,
RES_0001200,LEAD_0002885,CUS_006045,PRJ_0013,PRJ_0013_U033,2026-01-02,14325.84,0.528,converted,
RES_0001201,LEAD_0001043,CUS_001656,PRJ_0010,PRJ_0010_U033,2024-09-16,28770.4,0.49,converted,
RES_0001202,LEAD_0006413,CUS_006381,PRJ_0005,PRJ_0005_U002,2023-03-27,13723.74,0.728,converted,
RES_0001203,LEAD_0008963,CUS_004627,PRJ_0010,PRJ_0010_U028,2021-01-31,19426.91,0.92,converted,
RES_0001204,LEAD_0002836,CUS_000256,PRJ_0006,PRJ_0006_U049,2021-04-30,18376.64,0.521,converted,
RES_0001205,LEAD_0000703,CUS_003905,PRJ_0006,PRJ_0006_U062,2023-10-11,40683.15,0.492,converted,
RES_0001206,LEAD_0001346,CUS_004845,PRJ_0024,PRJ_0024_U058,2021-05-28,32210.05,0.729,converted,
RES_0001207,LEAD_0005516,CUS_002296,PRJ_0013,PRJ_0013_U030,2021-09-07,24385.2,0.631,converted,
RES_0001208,LEAD_0002249,CUS_005764,PRJ_0012,PRJ_0012_U001,2022-12-26,14577.49,0.774,converted,
RES_0001209,LEAD_0004218,CUS_001191,PRJ_0026,PRJ_0026_U064,2022-02-17,10118.34,0.546,converted,
RES_0001210,LEAD_0004251,CUS_002732,PRJ_0005,PRJ_0005_U070,2022-09-15,12089.32,0.683,converted,
RES_0001211,LEAD_0010289,CUS_000319,PRJ_0021,PRJ_0021_U029,2025-08-24,9955.69,0.571,converted,
RES_0001212,LEAD_0008517,CUS_002814,PRJ_0022,PRJ_0022_U037,2021-11-05,24306.19,0.449,converted,
RES_0001213,LEAD_0003911,CUS_004082,PRJ_0003,PRJ_0003_U014,2025-01-31,9215.19,0.738,converted,
RES_0001214,LEAD_0001177,CUS_002824,PRJ_0023,PRJ_0023_U061,2021-03-31,35595.78,0.428,converted,
RES_0001215,LEAD_0008995,CUS_003491,PRJ_0028,PRJ_0028_U049,2021-09-29,11908.47,0.776,converted,
RES_0001216,LEAD_0006392,CUS_002471,PRJ_0003,PRJ_0003_U040,2025-05-13,14997.3,0.233,converted,
RES_0001217,LEAD_0004093,CUS_004020,PRJ_0003,PRJ_0003_U057,2022-12-01,14450.11,0.163,converted,
RES_0001218,LEAD_0009110,CUS_002405,PRJ_0008,PRJ_0008_U014,2023-01-20,17218.87,0.739,converted,
RES_0001219,LEAD_0008200,CUS_003609,PRJ_0005,PRJ_0005_U054,2021-07-07,30371.32,0.661,converted,
RES_0001220,LEAD_0005954,CUS_004806,PRJ_0015,PRJ_0015_U014,2025-02-15,19824.9,0.591,converted,
RES_0001221,LEAD_0005441,CUS_002707,PRJ_0021,PRJ_0021_U040,2025-03-10,19211.45,0.592,converted,
RES_0001222,LEAD_0000694,CUS_003748,PRJ_0020,PRJ_0020_U058,2025-05-16,18970.45,0.55,converted,
RES_0001223,LEAD_0006221,CUS_005215,PRJ_0014,PRJ_0014_U032,2021-10-29,24788.87,0.573,converted,
RES_0001224,LEAD_0000080,CUS_002654,PRJ_0023,PRJ_0023_U019,2024-11-23,11903.94,0.92,converted,
RES_0001225,LEAD_0008639,CUS_003213,PRJ_0023,PRJ_0023_U041,2024-09-08,24839.26,0.362,converted,
RES_0001226,LEAD_0007077,CUS_001800,PRJ_0008,PRJ_0008_U032,2024-12-03,25133.45,0.682,converted,
RES_0001227,LEAD_0003687,CUS_003756,PRJ_0009,PRJ_0009_U013,2022-09-27,28556.66,0.489,converted,
RES_0001228,LEAD_0000262,CUS_004263,PRJ_0009,PRJ_0009_U008,2024-02-01,33536.53,0.63,converted,
RES_0001229,LEAD_0002143,CUS_004903,PRJ_0011,PRJ_0011_U058,2026-01-19,17825.66,0.516,converted,
RES_0001230,LEAD_0004873,CUS_005762,PRJ_0024,PRJ_0024_U039,2021-06-18,20217.41,0.394,converted,
RES_0001231,LEAD_0006990,CUS_006077,PRJ_0019,PRJ_0019_U054,2025-11-05,47849.31,0.506,converted,
RES_0001232,LEAD_0003754,CUS_006310,PRJ_0014,PRJ_0014_U040,2025-04-30,17338.28,0.553,converted,
RES_0001233,LEAD_0001169,CUS_003515,PRJ_0006,PRJ_0006_U012,2023-08-07,34416.93,0.678,converted,
RES_0001234,LEAD_0000049,CUS_003388,PRJ_0017,PRJ_0017_U056,2022-08-20,27562.02,0.662,converted,
RES_0001235,LEAD_0000085,CUS_003591,PRJ_0001,PRJ_0001_U057,2021-05-06,35397.52,0.725,converted,
RES_0001236,LEAD_0000881,CUS_003041,PRJ_0028,PRJ_0028_U033,2025-04-05,25296.34,0.487,converted,
RES_0001237,LEAD_0008194,CUS_003089,PRJ_0021,PRJ_0021_U008,2021-06-29,28400.11,0.678,converted,
RES_0001238,LEAD_0002440,CUS_005386,PRJ_0012,PRJ_0012_U064,2024-07-02,15016.86,0.431,converted,
RES_0001239,LEAD_0000231,CUS_003214,PRJ_0017,PRJ_0017_U074,2025-04-16,15857.25,0.591,converted,
RES_0001240,LEAD_0000042,CUS_002908,PRJ_0021,PRJ_0021_U013,2025-07-18,22818.07,0.668,converted,
RES_0001241,LEAD_0003040,CUS_000314,PRJ_0026,PRJ_0026_U021,2024-06-24,6569.75,0.536,converted,
RES_0001242,LEAD_0000778,CUS_001116,PRJ_0011,PRJ_0011_U052,2023-07-21,22158.54,0.35,converted,
RES_0001243,LEAD_0009498,CUS_004669,PRJ_0015,PRJ_0015_U041,2024-06-22,16283.08,0.469,converted,
RES_0001244,LEAD_0001730,CUS_005496,PRJ_0010,PRJ_0010_U039,2025-10-31,25728.36,0.503,converted,
RES_0001245,LEAD_0005571,CUS_003653,PRJ_0001,PRJ_0001_U026,2023-02-27,25893.84,0.424,converted,
RES_0001246,LEAD_0006370,CUS_005560,PRJ_0013,PRJ_0013_U021,2022-12-20,20768.36,0.608,converted,
RES_0001247,LEAD_0007201,CUS_004861,PRJ_0005,PRJ_0005_U012,2022-06-28,17595.94,0.311,cancelled,2022-10-05
RES_0001248,LEAD_0002868,CUS_000554,PRJ_0023,PRJ_0023_U029,2021-07-16,42627.67,0.658,converted,
RES_0001249,LEAD_0009243,CUS_004324,PRJ_0004,PRJ_0004_U018,2022-03-31,18971.15,0.415,converted,
RES_0001250,LEAD_0009730,CUS_001095,PRJ_0024,PRJ_0024_U003,2022-02-28,23984.65,0.573,converted,
RES_0001251,LEAD_0009642,CUS_002799,PRJ_0013,PRJ_0013_U032,2025-01-01,22545.94,0.625,converted,
RES_0001252,LEAD_0000165,CUS_005681,PRJ_0027,PRJ_0027_U100,2023-09-25,14277.59,0.393,converted,
RES_0001253,LEAD_0007548,CUS_005635,PRJ_0026,PRJ_0026_U034,2023-03-15,14721.47,0.554,converted,
RES_0001254,LEAD_0002756,CUS_005987,PRJ_0012,PRJ_0012_U066,2025-10-05,28029.13,0.358,converted,
RES_0001255,LEAD_0010070,CUS_005589,PRJ_0010,PRJ_0010_U009,2021-02-20,31301.81,0.56,converted,
RES_0001256,LEAD_0007672,CUS_002456,PRJ_0024,PRJ_0024_U013,2025-12-17,15808.42,0.748,converted,
RES_0001257,LEAD_0001335,CUS_002814,PRJ_0013,PRJ_0013_U011,2026-01-20,14308.14,0.366,converted,
RES_0001258,LEAD_0004792,CUS_000563,PRJ_0014,PRJ_0014_U049,2023-03-09,19233.21,0.326,converted,
RES_0001259,LEAD_0008449,CUS_003449,PRJ_0014,PRJ_0014_U023,2022-02-11,11451.05,0.449,converted,
RES_0001260,LEAD_0007619,CUS_000104,PRJ_0005,PRJ_0005_U007,2025-01-05,22577.48,0.742,converted,
RES_0001261,LEAD_0000707,CUS_003946,PRJ_0004,PRJ_0004_U012,2021-05-04,12640.02,0.684,converted,
RES_0001262,LEAD_0002974,CUS_001788,PRJ_0018,PRJ_0018_U026,2021-02-08,25621.66,0.482,converted,
RES_0001263,LEAD_0009968,CUS_004690,PRJ_0012,PRJ_0012_U042,2025-09-30,16403.58,0.579,converted,
RES_0001264,LEAD_0003152,CUS_003765,PRJ_0010,PRJ_0010_U050,2021-05-15,29524.4,0.697,converted,
RES_0001265,LEAD_0004120,CUS_000746,PRJ_0026,PRJ_0026_U007,2025-06-29,19933.15,0.379,converted,
RES_0001266,LEAD_0009939,CUS_006119,PRJ_0025,PRJ_0025_U009,2025-12-03,8639.15,0.572,converted,
RES_0001267,LEAD_0009346,CUS_005180,PRJ_0005,PRJ_0005_U068,2022-04-09,28837.87,0.656,converted,
RES_0001268,LEAD_0006271,CUS_000126,PRJ_0023,PRJ_0023_U044,2023-03-21,31133.03,0.612,converted,
RES_0001269,LEAD_0007780,CUS_001489,PRJ_0012,PRJ_0012_U052,2021-02-26,14530.36,0.585,converted,
RES_0001270,LEAD_0004342,CUS_000679,PRJ_0018,PRJ_0018_U066,2022-06-03,16552.47,0.385,converted,
RES_0001271,LEAD_0008729,CUS_005239,PRJ_0001,PRJ_0001_U019,2023-12-29,35961.36,0.634,converted,
RES_0001272,LEAD_0008505,CUS_005428,PRJ_0005,PRJ_0005_U042,2025-11-29,7213.2,0.3,converted,
RES_0001273,LEAD_0005124,CUS_005020,PRJ_0014,PRJ_0014_U039,2022-10-22,14859.19,0.421,converted,
RES_0001274,LEAD_0001194,CUS_001959,PRJ_0021,PRJ_0021_U042,2021-05-16,14155.54,0.45,converted,
RES_0001275,LEAD_0002907,CUS_006416,PRJ_0020,PRJ_0020_U060,2022-02-23,13043.92,0.401,converted,
RES_0001276,LEAD_0008553,CUS_005449,PRJ_0013,PRJ_0013_U043,2023-12-09,22166.33,0.593,converted,
RES_0001277,LEAD_0008542,CUS_003092,PRJ_0025,PRJ_0025_U033,2024-04-23,5708.31,0.748,converted,
RES_0001278,LEAD_0003674,CUS_003082,PRJ_0016,PRJ_0016_U045,2025-06-28,21315.19,0.677,converted,
RES_0001279,LEAD_0006969,CUS_004491,PRJ_0014,PRJ_0014_U047,2022-10-12,18863.13,0.601,converted,
RES_0001280,LEAD_0002730,CUS_003809,PRJ_0017,PRJ_0017_U106,2023-06-11,11513.8,0.302,converted,
RES_0001281,LEAD_0010296,CUS_005245,PRJ_0012,PRJ_0012_U054,2025-02-05,16094.61,0.467,converted,
RES_0001282,LEAD_0003888,CUS_002530,PRJ_0024,PRJ_0024_U078,2023-10-03,33264.58,0.522,converted,
RES_0001283,LEAD_0008570,CUS_002488,PRJ_0024,PRJ_0024_U103,2025-11-16,35683.77,0.615,converted,
RES_0001284,LEAD_0000105,CUS_002050,PRJ_0005,PRJ_0005_U013,2021-02-22,22881.92,0.193,converted,
RES_0001285,LEAD_0001657,CUS_003186,PRJ_0004,PRJ_0004_U041,2023-07-17,19595.17,0.436,converted,
RES_0001286,LEAD_0007415,CUS_004377,PRJ_0017,PRJ_0017_U007,2025-01-05,8793.97,0.711,converted,
RES_0001287,LEAD_0002987,CUS_005495,PRJ_0025,PRJ_0025_U007,2024-12-30,19204.81,0.864,converted,
RES_0001288,LEAD_0008888,CUS_005427,PRJ_0012,PRJ_0012_U105,2023-12-18,15416.2,0.465,converted,
RES_0001289,LEAD_0001333,CUS_005270,PRJ_0019,PRJ_0019_U063,2021-10-31,9659.31,0.813,converted,
RES_0001290,LEAD_0000215,CUS_003409,PRJ_0011,PRJ_0011_U045,2022-10-20,7318.08,0.576,converted,
RES_0001291,LEAD_0004903,CUS_004952,PRJ_0011,PRJ_0011_U022,2023-04-14,19870.21,0.592,converted,
RES_0001292,LEAD_0008240,CUS_003303,PRJ_0018,PRJ_0018_U018,2021-02-17,19979.51,0.599,converted,
RES_0001293,LEAD_0001420,CUS_006162,PRJ_0006,PRJ_0006_U054,2024-02-08,22160.77,0.497,converted,
RES_0001294,LEAD_0003636,CUS_005128,PRJ_0026,PRJ_0026_U063,2021-11-22,16880.44,0.521,converted,
RES_0001295,LEAD_0008813,CUS_001029,PRJ_0019,PRJ_0019_U001,2025-09-14,19454.79,0.481,converted,
RES_0001296,LEAD_0000182,CUS_000770,PRJ_0019,PRJ_0019_U094,2023-09-15,22320.24,0.487,converted,
RES_0001297,LEAD_0004711,CUS_003756,PRJ_0005,PRJ_0005_U058,2022-01-01,16129.8,0.449,converted,
RES_0001298,LEAD_0002447,CUS_000538,PRJ_0016,PRJ_0016_U068,2021-11-16,24847.1,0.643,converted,
RES_0001299,LEAD_0005817,CUS_003787,PRJ_0017,PRJ_0017_U090,2021-08-26,18272.09,0.459,converted,
RES_0001300,LEAD_0006080,CUS_003558,PRJ_0015,PRJ_0015_U023,2024-02-14,4279.86,0.523,converted,
RES_0001301,LEAD_0003173,CUS_005969,PRJ_0003,PRJ_0003_U065,2024-05-01,16148.64,0.373,converted,
RES_0001302,LEAD_0001224,CUS_006252,PRJ_0015,PRJ_0015_U033,2021-05-23,21814.82,0.309,converted,
RES_0001303,LEAD_0000071,CUS_004140,PRJ_0011,PRJ_0011_U034,2025-12-13,13618.82,0.514,converted,
RES_0001304,LEAD_0000545,CUS_001883,PRJ_0003,PRJ_0003_U034,2023-10-12,5992.73,0.429,converted,
RES_0001305,LEAD_0009471,CUS_001513,PRJ_0014,PRJ_0014_U048,2023-04-11,10427.01,0.294,converted,
RES_0001306,LEAD_0003147,CUS_000150,PRJ_0001,PRJ_0001_U056,2025-08-10,21565.45,0.299,converted,
RES_0001307,LEAD_0008409,CUS_002285,PRJ_0020,PRJ_0020_U027,2023-11-29,26747.45,0.73,converted,
RES_0001308,LEAD_0005582,CUS_000618,PRJ_0013,PRJ_0013_U044,2025-09-08,10740.8,0.716,converted,
RES_0001309,LEAD_0009773,CUS_003939,PRJ_0007,PRJ_0007_U026,2024-08-14,29944.08,0.433,converted,
RES_0001310,LEAD_0010279,CUS_002306,PRJ_0028,PRJ_0028_U006,2021-10-21,14838.32,0.537,converted,
RES_0001311,LEAD_0003995,CUS_003217,PRJ_0012,PRJ_0012_U051,2023-06-26,17747.66,0.427,converted,
RES_0001312,LEAD_0004270,CUS_002986,PRJ_0011,PRJ_0011_U051,2023-10-10,17715.41,0.746,converted,
RES_0001313,LEAD_0007880,CUS_006081,PRJ_0025,PRJ_0025_U036,2024-02-10,24997.03,0.454,converted,
RES_0001314,LEAD_0005835,CUS_000543,PRJ_0003,PRJ_0003_U039,2021-10-18,18079.78,0.274,converted,
RES_0001315,LEAD_0002869,CUS_002368,PRJ_0021,PRJ_0021_U014,2021-09-03,9435.8,0.515,converted,
RES_0001316,LEAD_0004238,CUS_003539,PRJ_0006,PRJ_0006_U122,2021-06-24,26887.03,0.452,converted,
RES_0001317,LEAD_0008020,CUS_005937,PRJ_0018,PRJ_0018_U064,2021-08-08,13410.23,0.42,converted,
